Date,AAPL,BA,CAT,CVX,GS,JNJ,JPM,KO,MA,MSFT,NVDA,PFE,TSLA,V,WMT,XOM
2024-11-04,222.00999450683594,155.07000732421875,376.5199890136719,153.97000122070312,511.4700012207031,158.24000549316406,219.77999877929688,65.11000061035156,505.5799865722656,408.4599914550781,136.0500030517578,27.760000228881836,242.83999633789062,291.8500061035156,82.44999694824219,118.61000061035156
2024-11-05,223.4499969482422,151.0,383.3699951171875,153.41000366210938,526.9600219726562,158.35000610351562,221.49000549316406,65.37000274658203,505.55999755859375,411.4599914550781,139.91000366210938,27.989999771118164,251.44000244140625,293.2900085449219,83.68000030517578,118.95999908447266
2024-11-06,222.72000122070312,147.16000366210938,416.8800048828125,157.72000122070312,595.97998046875,157.8800048828125,247.05999755859375,63.70000076293945,521.1300048828125,420.17999267578125,145.61000061035156,27.360000610351562,288.5299987792969,307.3999938964844,83.44000244140625,121.0
2024-11-07,227.47999572753906,150.97999572753906,408.2099914550781,156.77000427246094,582.1699829101562,156.72999572753906,236.3800048828125,63.65999984741211,517.8800048828125,425.42999267578125,148.8800048828125,27.459999084472656,296.9100036621094,305.79998779296875,83.8499984741211,121.1500015258789
2024-11-08,226.9600067138672,151.67999267578125,393.3699951171875,156.92999267578125,589.260009765625,155.47000122070312,236.97999572753906,63.91999816894531,524.760009765625,422.5400085449219,147.6300048828125,26.719999313354492,321.2200012207031,307.8699951171875,84.83000183105469,121.11000061035156
2024-11-11,224.22999572753906,148.9600067138672,396.5400085449219,156.5,602.3400268554688,155.0399932861328,239.2899932861328,63.36000061035156,530.1199951171875,418.010009765625,145.25999450683594,26.239999771118164,350.0,310.9200134277344,84.20999908447266,120.47000122070312
2024-11-12,224.22999572753906,145.1699981689453,393.010009765625,155.2899932861328,592.5900268554688,152.63999938964844,239.55999755859375,63.20000076293945,529.1699829101562,423.0299987792969,148.2899932861328,26.190000534057617,328.489990234375,309.8500061035156,84.98999786376953,120.3499984741211
2024-11-13,225.1199951171875,139.97000122070312,387.07000732421875,158.72000122070312,594.219970703125,153.24000549316406,241.16000366210938,63.0,521.8800048828125,425.20001220703125,146.27000427246094,26.719999313354492,330.239990234375,309.4800109863281,85.5,121.47000122070312
2024-11-14,228.22000122070312,138.13999938964844,387.3599853515625,161.8000030517578,588.6099853515625,151.8699951171875,241.8699951171875,62.54999923706055,520.4000244140625,426.8900146484375,146.75999450683594,26.020000457763672,311.17999267578125,308.25,84.47000122070312,120.55999755859375
2024-11-15,225.0,140.19000244140625,384.07000732421875,161.4199981689453,593.5399780273438,154.0,245.30999755859375,61.7400016784668,521.8900146484375,415.0,141.97999572753906,24.799999237060547,320.7200012207031,309.6400146484375,84.25,119.30999755859375
2024-11-18,228.02000427246094,143.8699951171875,384.4599914550781,160.75999450683594,587.989990234375,154.77000427246094,245.02999877929688,61.86000061035156,521.6300048828125,415.760009765625,140.14999389648438,24.860000610351562,338.739990234375,312.1600036621094,84.08000183105469,120.30999755859375
2024-11-19,228.27999877929688,145.60000610351562,382.3299865722656,159.60000610351562,581.3800048828125,153.0,243.08999633789062,62.59000015258789,519.4600219726562,417.7900085449219,147.00999450683594,25.100000381469727,346.0,311.8500061035156,86.5999984741211,118.62999725341797
2024-11-20,229.0,146.0800018310547,381.5,161.3300018310547,581.9299926757812,153.11000061035156,240.77999877929688,62.9900016784668,512.5399780273438,415.489990234375,145.88999938964844,24.940000534057617,342.0299987792969,307.3900146484375,87.18000030517578,120.31999969482422
2024-11-21,228.52000427246094,143.41000366210938,389.5899963378906,161.6300048828125,596.1099853515625,155.5,244.75999450683594,63.7599983215332,515.0999755859375,412.8699951171875,146.6699981689453,25.1299991607666,339.6400146484375,309.8999938964844,88.38999938964844,121.93000030517578
2024-11-22,229.8699951171875,149.2899932861328,397.489990234375,162.36000061035156,602.780029296875,155.1699981689453,248.5500030517578,63.91999816894531,520.8599853515625,417.0,141.9499969482422,25.649999618530273,352.55999755859375,309.9200134277344,90.44000244140625,121.79000091552734
2024-11-25,232.8699951171875,153.10000610351562,405.6499938964844,160.36000061035156,603.030029296875,155.77999877929688,250.2899932861328,64.37999725341797,526.5999755859375,418.7900085449219,136.02000427246094,26.170000076293945,338.5899963378906,313.19000244140625,89.5,119.97000122070312
2024-11-26,235.05999755859375,150.75999450683594,407.8299865722656,162.52999877929688,605.5,154.52000427246094,249.97000122070312,64.55000305175781,528.47998046875,427.989990234375,136.9199981689453,25.770000457763672,338.2300109863281,311.82000732421875,91.30999755859375,117.97000122070312
2024-11-27,234.92999267578125,152.39999389648438,403.70001220703125,162.11000061035156,605.4299926757812,155.39999389648438,249.7899932861328,64.43000030517578,532.3800048828125,422.989990234375,135.33999633789062,25.829999923706055,332.8900146484375,314.70001220703125,91.87999725341797,117.66000366210938
2024-11-29,237.3300018310547,155.44000244140625,406.1099853515625,161.92999267578125,608.5700073242188,155.00999450683594,249.72000122070312,64.08000183105469,532.9400024414062,423.4599914550781,138.25,26.209999084472656,345.1600036621094,315.0799865722656,92.5,117.95999908447266
2024-12-02,239.58999633789062,156.5399932861328,402.510009765625,162.2100067138672,601.7100219726562,154.8000030517578,246.25,63.650001525878906,531.3599853515625,430.9800109863281,138.6300048828125,25.81999969482422,357.0899963378906,316.6499938964844,92.63999938964844,117.8499984741211
2024-12-03,242.64999389648438,155.0,399.260009765625,161.9199981689453,602.0800170898438,152.36000061035156,244.82000732421875,63.52000045776367,526.1799926757812,431.20001220703125,140.25999450683594,25.559999465942383,351.4200134277344,313.010009765625,93.51000213623047,117.66999816894531
2024-12-04,243.00999450683594,158.27999877929688,399.510009765625,158.32000732421875,598.7100219726562,150.47000122070312,243.39999389648438,62.209999084472656,521.1400146484375,437.4200134277344,145.13999938964844,25.229999542236328,357.92999267578125,309.8999938964844,94.44999694824219,114.27999877929688
2024-12-05,243.0399932861328,156.6699981689453,394.9800109863281,159.3300018310547,596.7999877929688,149.52000427246094,245.47999572753906,62.91999816894531,524.77001953125,442.6199951171875,145.05999755859375,25.700000762939453,369.489990234375,309.0799865722656,95.30000305175781,114.77999877929688
2024-12-06,242.83999633789062,153.92999267578125,395.0299987792969,155.24000549316406,599.6799926757812,149.30999755859375,247.36000061035156,62.529998779296875,528.5700073242188,443.57000732421875,142.44000244140625,25.729999542236328,389.2200012207031,311.010009765625,95.69999694824219,113.56999969482422
2024-12-09,246.75,157.0399932861328,399.260009765625,157.0800018310547,594.1199951171875,149.60000610351562,243.80999755859375,62.599998474121094,522.8200073242188,446.0199890136719,138.80999755859375,26.100000381469727,389.7900085449219,308.29998779296875,93.83000183105469,112.9000015258789
2024-12-10,247.77000427246094,164.10000610351562,388.3900146484375,157.0,585.030029296875,149.22999572753906,242.86000061035156,62.90999984741211,529.010009765625,443.3299865722656,135.07000732421875,25.56999969482422,400.989990234375,312.3800048828125,94.55000305175781,112.66999816894531
2024-12-11,246.49000549316406,165.9600067138672,388.8699951171875,156.2100067138672,592.5599975585938,146.63999938964844,243.52999877929688,62.63999938964844,534.4500122070312,448.989990234375,139.30999755859375,25.229999542236328,424.7699890136719,313.7900085449219,94.95999908447266,111.91999816894531
2024-12-12,247.9600067138672,167.75,380.7799987792969,154.7100067138672,591.6099853515625,146.24000549316406,241.52999877929688,63.84000015258789,532.4099731445312,449.55999755859375,137.33999633789062,25.3700008392334,418.1000061035156,314.2300109863281,94.08999633789062,111.81999969482422
2024-12-13,248.1300048828125,169.64999389648438,380.510009765625,153.8699951171875,585.47998046875,146.6199951171875,239.94000244140625,63.119998931884766,529.0,447.2699890136719,134.25,25.579999923706055,436.2300109863281,314.739990234375,94.25,110.83999633789062
2024-12-16,251.0399932861328,173.1699981689453,378.9200134277344,149.36000061035156,586.3300170898438,143.85000610351562,239.5800018310547,62.54999923706055,530.3099975585938,451.5899963378906,132.0,25.25,463.0199890136719,315.8900146484375,94.87000274658203,108.47000122070312
2024-12-17,253.47999572753906,173.02999877929688,375.79998779296875,148.11000061035156,574.6799926757812,146.41000366210938,238.36000061035156,63.400001525878906,531.010009765625,454.4599914550781,130.38999938964844,26.43000030517578,479.8599853515625,318.29998779296875,95.41999816894531,108.01000213623047
2024-12-18,248.0500030517578,172.6199951171875,363.8900146484375,144.0800018310547,550.25,144.75,230.3699951171875,62.849998474121094,519.9600219726562,437.3900146484375,128.91000366210938,25.889999389648438,440.1300048828125,309.7799987792969,93.55000305175781,106.41999816894531
2024-12-19,249.7899932861328,177.0399932861328,360.3699951171875,141.14999389648438,553.989990234375,143.5800018310547,232.9600067138672,62.45000076293945,523.280029296875,437.0299987792969,130.67999267578125,25.770000457763672,436.1700134277344,314.8800048828125,93.4000015258789,105.51000213623047
